key_id,court,first_name,last_name,last_name_latin,member_state,item_text,type_education,type_job,type_other,job_lawyer,job_academic,job_politician,job_judge,job_civil_servant,job_other,court_lower,court_high,court_cjeu,court_international,common_law_university
287,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,visiting professor at the Universities of Copenhagen and Aalborg (since 2008),0,1,0,0,1,0,0,0,0,0,0,0,0,0
288,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,lawyer at the Danish Bar (1995),0,1,0,1,0,0,0,0,0,0,0,0,0,0
289,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,Legal Secretary at the Court of First Instance of the European Communities (1994-99),0,1,0,1,0,0,0,1,0,0,0,0,0,0
290,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,"Public Prosecutor at the Prosecution Office, Copenhagen (1999-2000), and Inspector in police districts (2004-06)",0,1,0,1,0,0,0,0,0,0,0,0,0,0
291,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,Legal Adviser to the representative of the Danish Prime Minister during the negotiations for drawing up the Charter of Fundamental Rights of the European Union (1999-2000),0,1,0,1,0,0,0,0,0,0,0,0,0,0
292,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,"Head of Section in the Office for EU Law (1999-2000), Head of Department in the Office for EU Law and Human Rights (2000-01) and Head of Department in the Office for Property and Obligations Law (2001-06), at the Ministry of Justice",0,1,0,0,0,0,0,1,0,0,0,0,0,0
293,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,Consumer Ombudsman appointed by the Danish Government (2006-14),0,1,0,0,0,0,0,1,0,0,0,0,0,0
294,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,"Judge at the Østre Landsret, Copenhagen (2015)",0,1,0,0,0,0,1,0,0,1,0,0,0,0
295,Court of Justice,Henrik,Saugmandsgaard Øe,Saugmandsgaard Oe,Denmark,Advocate General at the Court of Justice since 7 October 2015,0,1,0,0,0,0,1,0,0,0,0,1,0,0
296,Court of Justice,Michal,Bobek,Bobek,Czech Republic,master's degree in law and master's degree in international relations (Charles University in Prague),1,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Court of Justice,Michal,Bobek,Bobek,Czech Republic,diploma in English law and the law of the European Union (University of Cambridge),1,0,0,0,0,0,0,0,0,0,0,0,0,1
298,Court of Justice,Michal,Bobek,Bobek,Czech Republic,"Magister Juris (University of Oxford, St. Edmund Hall)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
299,Court of Justice,Michal,Bobek,Bobek,Czech Republic,"Doctor of Laws (European University Institute, Florence)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Court of Justice,Michal,Bobek,Bobek,Czech Republic,studies at the Université libre de Bruxelles and the University of Queensland (Australia),1,0,0,0,0,0,0,0,0,0,0,0,0,1
301,Court of Justice,Michal,Bobek,Bobek,Czech Republic,Legal Secretary to the President of the Supreme Administrative Court of the Czech Republic (2005-09) and Head of the Research and Documentation Department of that court (2008-09),0,1,0,1,0,0,0,1,0,0,0,0,0,0
302,Court of Justice,Michal,Bobek,Bobek,Czech Republic,qualified to perform the duties of a judge in the Czech Republic (2009),0,1,0,0,0,0,1,0,0,1,0,0,0,0
303,Court of Justice,Michal,Bobek,Bobek,Czech Republic,Fellow (2011-12) and Research Fellow (2013-16) at the Institute of European and Comparative Law of the University of Oxford,0,1,0,0,1,0,0,0,0,0,0,0,0,1
304,Court of Justice,Michal,Bobek,Bobek,Czech Republic,Professor at the College of Europe in Bruges (2013-15),0,1,0,0,1,0,0,0,0,0,0,0,0,0
305,Court of Justice,Michal,Bobek,Bobek,Czech Republic,Member of the Board of Appeals of the Czech National Bank (2013-15),0,1,0,0,0,0,1,0,0,1,0,0,0,0
306,Court of Justice,Michal,Bobek,Bobek,Czech Republic,Ad hoc judge at the European Court of Human Rights (2013-15),0,1,0,0,0,0,1,0,0,0,0,0,1,0
307,Court of Justice,Michal,Bobek,Bobek,Czech Republic,Co-founder and President of the Czech Society for European and Comparative Law,0,1,0,0,0,0,0,0,1,0,0,0,0,0
308,Court of Justice,Michal,Bobek,Bobek,Czech Republic,lecturer and visiting professor at numerous universities in Europe and elsewhere,0,1,0,0,1,0,0,0,0,0,0,0,0,0
309,Court of Justice,Michal,Bobek,Bobek,Czech Republic,"author of numerous publications in the field of EU law, European human rights, comparative (public) law and legal theory",0,1,0,0,1,0,0,0,0,0,0,0,0,0
310,Court of Justice,Michal,Bobek,Bobek,Czech Republic,Advocate General at the Court of Justice since 7 October 2015,0,1,0,0,0,0,1,0,0,0,0,1,0,0
311,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,"graduated in law from St Kliment Ohridski University, Sofia (1975)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,Doctor of Laws (1979),1,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,"Lecturer (1977-84), Senior Lecturer (1984-90) and then Professor at St Kliment Ohridski University, Sofia (1990-2013)",0,1,0,0,1,0,0,0,0,0,0,0,0,0
314,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,"Dean of the Faculty of Law of St Kliment Ohridski University, Sofia (1988-91)",0,1,0,0,1,0,0,0,0,0,0,0,0,0
315,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,member of the Council on Legislation at the Bulgarian National Assembly (1995-97),0,1,0,0,0,1,0,0,0,0,0,0,0,0
316,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,Jean Monnet Professor at the New Bulgarian University (2002-05),0,1,0,0,1,0,0,0,0,0,0,0,0,0
317,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,Chairman of the Council of Legal Advisers to the President of Bulgaria (2002-03),0,1,0,1,0,0,0,0,0,0,0,0,0,0
318,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,"Judge (2003-09), then President (2009-12), of the Bulgarian Constitutional Court",0,1,0,0,0,0,1,0,0,0,1,0,0,0
319,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,"Head of the Constitutional Law Department at the Faculty of Law of St Kliment Ohridski University, Sofia (2013-16)",0,1,0,0,1,0,0,0,0,0,0,0,0,0
320,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,member (2006-16) and Vice-President of the Venice Commission of the Council of Europe (2013-15),0,1,0,0,0,0,0,1,0,0,0,0,0,0
321,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,member of the Constitutional Council at the Bulgarian Ombudsman (2015‑16),0,1,0,0,0,0,0,1,0,0,0,0,0,0
322,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,editor of a number of legal journals,0,1,0,0,1,0,0,0,0,0,0,0,0,0
323,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,author of numerous legal publications,0,1,0,0,1,0,0,0,0,0,0,0,0,0
324,Court of Justice,Evgeni,Tanchev,Tanchev,Bulgaria,Advocate General at the Court of Justice since 19 September 2016,0,1,0,0,0,0,1,0,0,0,0,1,0,0
325,Court of Justice,Peter George,Xuereb,Xuereb,Malta,graduated in law from the University of Malta (1977),1,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Court of Justice,Peter George,Xuereb,Xuereb,Malta,"Master of Laws, University of London (1979)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
327,Court of Justice,Peter George,Xuereb,Xuereb,Malta,"Ph.D., University of Cambridge (1982)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
328,Court of Justice,Peter George,Xuereb,Xuereb,Malta,lecturer at Ealing College of Higher Education (1982-84),0,1,0,0,1,0,0,0,0,0,0,0,0,1
329,Court of Justice,Peter George,Xuereb,Xuereb,Malta,lecturer at Exeter University (1984-90),0,1,0,0,1,0,0,0,0,0,0,0,0,1
330,Court of Justice,Peter George,Xuereb,Xuereb,Malta,"senior lecturer at Queen Mary and Westfield College, University of London (1990-93)",0,1,0,0,1,0,0,0,0,0,0,0,0,1
331,Court of Justice,Peter George,Xuereb,Xuereb,Malta,"legal adviser in the private sector, then at the Maltese Parliament (1993-2016)",0,1,0,1,0,0,0,0,0,0,0,0,0,0
332,Court of Justice,Peter George,Xuereb,Xuereb,Malta,Professor and Head of the Department of European and Comparative Law at the University of Malta (1993-2016),0,1,0,0,1,0,0,0,0,0,0,0,0,0
333,Court of Justice,Peter George,Xuereb,Xuereb,Malta,Director of the European Documentation and Research Centre of the University of Malta (1993-2016),0,1,0,0,1,0,0,0,0,0,0,0,0,0
334,Court of Justice,Peter George,Xuereb,Xuereb,Malta,President of the Malta European Law Association,0,1,0,0,0,0,0,0,1,0,0,0,0,0
335,Court of Justice,Peter George,Xuereb,Xuereb,Malta,author of numerous publications,0,1,0,0,1,0,0,0,0,0,0,0,0,0
336,Court of Justice,Peter George,Xuereb,Xuereb,Malta,Judge at the General Court (2016-18),0,1,0,0,0,0,1,0,0,0,0,1,0,0
337,Court of Justice,Peter George,Xuereb,Xuereb,Malta,Judge at the Court of Justice since 8 October 2018,0,1,0,0,0,0,1,0,0,0,0,1,0,0
338,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,graduated in law from the University of Bologna (1982),1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,Professor of EU law at the University of Bologna,0,1,0,0,1,0,0,0,0,0,0,0,0,0
340,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,Director of the International Research Centre on European Law of the University of Bologna,0,1,0,0,1,0,0,0,0,0,0,0,0,0
341,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,Lawyer at the Bologna Bar,0,1,0,1,0,0,0,0,0,0,0,0,0,0
342,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,Associate Professor of International Law at the University of Urbino (1997-2000),0,1,0,0,1,0,0,0,0,0,0,0,0,0
343,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,Vice-President of the Italian Society of International and EU Law (2009-10),0,1,0,0,0,0,0,0,1,0,0,0,0,0
344,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,member of the Joint Managerial Committee of the China-EU School of Law of the China University of Political Science and Law (2011-13),0,1,0,0,1,0,0,0,0,0,0,0,0,0
345,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,Representative of the Italian Government on the Governing Board of the Academy of European Law (2015-18),0,1,0,0,0,0,0,1,0,0,0,0,0,0
346,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,author of numerous publications,0,1,0,0,1,0,0,0,0,0,0,0,0,0
347,Court of Justice,Lucia Serena,Rossi,Rossi,Italy,Judge at the Court of Justice since 8 October 2018,0,1,0,0,0,0,1,0,0,0,0,1,0,0
348,Court of Justice,Gerard,Hogan,Hogan,Ireland,"graduated in law from University College Dublin (LL.M., 1981)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
349,Court of Justice,Gerard,Hogan,Hogan,Ireland,"Doctor of Laws, University College Dublin (LL.D., 1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
350,Court of Justice,Gerard,Hogan,Hogan,Ireland,"degree in law at the University of Pennsylvania (LL.M., 1982)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
351,Court of Justice,Gerard,Hogan,Hogan,Ireland,"Barrister-at-Law, Honorable Society of King’s Inns, Dublin (1984)",0,1,0,1,0,0,0,0,0,0,0,0,0,0
352,Court of Justice,Gerard,Hogan,Hogan,Ireland,"doctorate in law at Trinity College Dublin (Ph.D., 2001)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
353,Court of Justice,Gerard,Hogan,Hogan,Ireland,law lecturer at Trinity College Dublin (1982-2007),0,1,0,0,1,0,0,0,0,0,0,0,0,1
354,Court of Justice,Gerard,Hogan,Hogan,Ireland,Junior Counsel at the Bar of Ireland (1987-97),0,1,0,1,0,0,0,0,0,0,0,0,0,0
355,Court of Justice,Gerard,Hogan,Hogan,Ireland,Senior Counsel at the Bar of Ireland (1997-2010),0,1,0,1,0,0,0,0,0,0,0,0,0,0
356,Court of Justice,Gerard,Hogan,Hogan,Ireland,Judge at the High Court of Ireland (2010-14),0,1,0,0,0,0,1,0,0,0,1,0,0,0
357,Court of Justice,Gerard,Hogan,Hogan,Ireland,Judge at the Court of Appeal of Ireland (2014-18),0,1,0,0,0,0,1,0,0,1,0,0,0,0
358,Court of Justice,Gerard,Hogan,Hogan,Ireland,author of numerous publications,0,1,0,0,1,0,0,0,0,0,0,0,0,0
359,Court of Justice,Gerard,Hogan,Hogan,Ireland,Advocate General at the Court of Justice since 8 October 2018,0,1,0,0,0,0,1,0,0,0,0,1,0,0
360,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,graduated in law from the University of Palermo (1982),1,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,Professor of Constitutional Law at the University of Palermo,0,1,0,0,1,0,0,0,0,0,0,0,0,0
362,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,"Professor of Constitutional and Competition Law at LUISS Guido Carli University, Rome",0,1,0,0,1,0,0,0,0,0,0,0,0,0
363,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,Legal Adviser to the Italian Government (1993-96),0,1,0,1,0,0,0,0,0,0,0,0,0,0
364,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,Professor of Public Law at the University of Cagliari (1986-97),0,1,0,0,1,0,0,0,0,0,0,0,0,0
365,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,President of the Commission for application of the special status of the Region of Sicily (1998-2002),0,1,0,0,0,0,0,1,0,0,0,0,0,0
366,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,Legal Adviser to the Italian Ministry of Health (2008-11),0,1,0,1,0,0,0,1,0,0,0,0,0,0
367,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,"member, then President, of the Commission for proper exercise of the right to strike in essential public services (2006-11)",0,1,0,0,0,0,0,1,0,0,0,0,0,0
368,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,President of the Italian Competition Authority (2011-18),0,1,0,0,0,0,0,1,0,0,0,0,0,0
369,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,"appointed by the President of the Republic, in April 2018, as one of the ten members of the Commission for institutional, economic and social reforms and appointed by the Prime Minister, in June 2018, as a member of the group of experts called upon to propose a project of constitutional reform",0,1,0,0,0,0,0,1,0,0,0,0,0,0
370,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,"author of numerous publications on public, constitutional, administrative and competition law",0,1,0,0,1,0,0,0,0,0,0,0,0,0
371,Court of Justice,Giovanni,Pitruzzella,Pitruzzella,Italy,Advocate General at the Court of Justice since 8 October 2018,0,1,0,0,0,0,1,0,0,0,0,1,0,0
372,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,law degree from the University of Vilnius (1992-97),1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,Doctor of Laws of the University of Vilnius (2008),1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,"Lecturer, Associate Professor at the Faculty of Law of the University of Vilnius (1999-2018)",0,1,0,0,1,0,0,0,0,0,0,0,0,0
375,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,"Head of Section (2002-03), Deputy Director-General of the Department of European Law of the Lithuanian Ministry of Justice (2004-10)",0,1,0,0,0,0,0,1,0,0,0,0,0,0
376,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,Judge at the Supreme Administrative Court of Lithuania (2010-18),0,1,0,0,0,0,1,0,0,0,1,0,0,0
377,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,Vice-President of the Supreme Administrative Court of Lithuania (2012-17),0,1,0,0,0,0,1,0,0,0,1,0,0,0
378,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,Acting President of the Supreme Administrative Court of Lithuania (2015-17),0,1,0,0,0,0,1,0,0,0,1,0,0,0
379,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,author of a number of publications in the field of European and constitutional law,0,1,0,0,1,0,0,0,0,0,0,0,0,0
380,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,cofounder and member of the Lithuanian Association of European Law,0,1,0,0,0,0,0,0,1,0,0,0,0,0
381,Court of Justice,Irmantas,Jarukaitis,Jarukaitis,Lithuania,Judge at the Court of Justice since 8 October 2018,0,1,0,0,0,0,1,0,0,0,0,1,0,0
382,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,graduated in law (Universities of Tartu and Poitiers),1,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,"Doctor of Laws (University of Tartu, 2006)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,"Director of the 7th Office of the Consular Department of the Ministry of Foreign Affairs, Estonia (1995-96)",0,1,0,0,0,0,0,1,0,0,0,0,0,0
385,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,Director of the Criminal Law Department at the Ministry of Justice (1996-2001),0,1,0,0,0,0,0,1,0,0,0,0,0,0
386,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,Judge at the Court of Tallinn (2001-02),0,1,0,0,0,0,1,0,0,1,0,0,0,0
387,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,Judge at the Court of Appeal of Tallinn (2002-06),0,1,0,0,0,0,1,0,0,1,0,0,0,0
388,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,Judge at the Supreme Court (2006-09),0,1,0,0,0,0,1,0,0,0,1,0,0,0
389,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,President of the Criminal Chamber of the Supreme Court (2010-13),0,1,0,0,0,0,1,0,0,0,1,0,0,0
390,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,ad hoc Judge at the European Court of Human Rights (2010-16),0,1,0,0,0,0,1,0,0,0,0,0,1,0
391,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,President of the Supreme Court (2013-19),0,1,0,0,0,0,1,0,0,0,1,0,0,0
392,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,President of the council responsible for the administration of first-instance and appellate courts (2013-19),0,1,0,0,0,0,0,1,0,0,0,0,0,0
393,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,President of the Network of the Presidents of the Supreme Judicial Courts of the European Union (2017-19),0,1,0,0,0,0,0,0,1,0,0,0,0,0
394,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,Visiting Professor and member of the Academic Board of the Faculty of Law of the University of Tartu,0,1,0,0,1,0,0,0,0,0,0,0,0,0
395,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,founding member of the Estonian Association for Protection of Financial Interests of the European Union,0,1,0,0,0,0,0,0,1,0,0,0,0,0
396,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,member of the board of the Constitutional Law Fund at the Estonian Academy for Sciences,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,member of the Estonian Academic Law Association,0,1,0,1,0,0,0,0,0,0,0,0,0,0
398,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,author of numerous publications,0,1,0,0,1,0,0,0,0,0,0,0,0,0
399,Court of Justice,Priit,Pikamäe,Pikamae,Estonia,Advocate General at the Court of Justice since 6 February 2019,0,1,0,0,0,0,1,0,0,0,0,1,0,0
400,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,"law degree (1980), postgraduate law degree (1982), doctorate at the University of Helsinki, Finland (2008)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,Lecturer at the University of Helsinki (1980-1986),0,1,0,0,1,0,0,0,0,0,0,0,0,0
402,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,"Legal Secretary and acting Judge at the District Court, Rovaniemi, Finland (1983-1984)",0,1,0,1,0,0,1,1,0,1,0,0,0,0
403,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,"Legal Adviser (1987-1989), and subsequently head of the European Law Section (1990-1995), at the Ministry of Justice, Finland",0,1,0,1,0,0,0,1,0,0,0,0,0,0
404,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,"Legal Adviser at the Ministry for Foreign Affairs, Finland (1989-1990)",0,1,0,1,0,0,0,1,0,0,0,0,0,0
405,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,"Adviser, and Clerk for European affairs, of the Grand Committee of the Finnish Parliament (1995-2000)",0,1,0,0,0,0,0,1,0,0,0,0,0,0
406,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,"acting Judge (July 2000 to December 2002), then Judge (January 2003 to September 2009), at the Supreme Administrative Court, Finland",0,1,0,0,0,0,1,0,0,0,1,0,0,0
407,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,responsible for legal and institutional questions during the negotiations for the accession of the Republic of Finland to the European Union,0,1,0,0,0,0,0,1,0,0,0,0,0,0
408,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,Advocate General at the Court of Justice from 7 October 2009 to 7 October 2015,0,1,0,0,0,0,1,0,0,0,0,1,0,0
409,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,Judge at the Supreme Administrative Court (2015-2019),0,1,0,0,0,0,1,0,0,0,1,0,0,0
410,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,Vice‑President of the Supreme Administrative Court (2018-2019),0,1,0,0,0,0,1,0,0,1,0,0,0,0
411,Court of Justice,Niilo,Jääskinen,Jaaskinen,Finland,Judge at the Court of Justice since 7 October 2019,0,1,0,0,0,0,1,0,0,0,0,1,0,0
412,Court of Justice,Jean Richard,de la Tour,de la Tour,France,"Jean Richard de la Tour Born in 1959, Masters in law from the University of Paris II (1982)",0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,Court of Justice,Jean Richard,de la Tour,de la Tour,France,"professional judicial training, National School for the Judiciary (1984-1986)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Court of Justice,Jean Richard,de la Tour,de la Tour,France,Judge at the District Court of Limoges (1986-1988),0,1,0,0,0,0,1,0,0,1,0,0,0,0
415,Court of Justice,Jean Richard,de la Tour,de la Tour,France,Judge at the central administration of the Ministry of Justice (1988-1996),0,1,0,0,0,0,1,1,0,1,0,0,0,0
416,Court of Justice,Jean Richard,de la Tour,de la Tour,France,Auxiliary Judge at the Court of Cassation (1996-2004),0,1,0,0,0,0,1,0,0,0,1,0,0,0
417,Court of Justice,Jean Richard,de la Tour,de la Tour,France,Reader of judgments at the Court of Justice of the European Communities (2004-2006),0,1,0,0,0,0,0,1,0,0,0,0,0,0
418,Court of Justice,Jean Richard,de la Tour,de la Tour,France,"Legal Secretary at the Court of Justice of the European Union in the Chambers of Ms P. Lindh, and subsequently of Mr C. G. Fernlund (2006-2012)",0,1,0,1,0,0,0,1,0,0,0,0,0,0
419,Court of Justice,Jean Richard,de la Tour,de la Tour,France,Advocate General at the Social Chamber of the Court of Cassation and Special Advisor to the Prosecutor General of the Court of Cassation (2012-2017),0,1,0,1,0,0,0,0,0,0,0,0,0,0
420,Court of Justice,Jean Richard,de la Tour,de la Tour,France,"First Advocate General of the Commercial, Financial And Economic Chamber of the Court of Cassation (2017-2020)",0,1,0,1,0,0,0,0,0,0,0,0,0,0
421,Court of Justice,Jean Richard,de la Tour,de la Tour,France,member of the report and studies commission of the Court of Cassation (1998-2002),0,1,0,0,0,0,0,1,0,0,0,0,0,0
422,Court of Justice,Jean Richard,de la Tour,de la Tour,France,member of the criminal convictions review commission of the Court of Cassation (1999-2004),0,1,0,0,0,0,1,0,0,1,0,0,0,0
423,Court of Justice,Jean Richard,de la Tour,de la Tour,France,president of the board of directors of the National Institute of notarial training (2016-2020),0,1,0,0,0,0,0,1,0,0,0,0,0,0
424,Court of Justice,Jean Richard,de la Tour,de la Tour,France,Advocate General at the Court of Justice since 23 March 2020,0,1,0,0,0,0,1,0,0,0,0,1,0,0
425,Court of Justice,Athanasios,Rantos,Rantos,Greece,law degree from the University of Athens (1976),1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Court of Justice,Athanasios,Rantos,Rantos,Greece,"master’s degree with a specialisation in European law, Université Libre de Bruxelles (1990)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
427,Court of Justice,Athanasios,Rantos,Rantos,Greece,Fellow of the International Institute of Human Rights in Geneva and Strasbourg (1992),0,1,0,0,1,0,0,0,0,0,0,0,0,0
428,Court of Justice,Athanasios,Rantos,Rantos,Greece,lawyer at the Athens Bar (1978-1979),0,1,0,1,0,0,0,0,0,0,0,0,0,0
429,Court of Justice,Athanasios,Rantos,Rantos,Greece,"Junior Officer, Junior Member, Member, Vice-President and, since February 2020 President of the Greek Council of State (1979-2020)",0,1,0,0,0,0,1,1,0,0,1,0,0,0
430,Court of Justice,Athanasios,Rantos,Rantos,Greece,President of a number of Legislative Drafting Committees,0,1,0,0,0,0,0,1,0,0,0,0,0,0
431,Court of Justice,Athanasios,Rantos,Rantos,Greece,"Teacher at the Greek National School of Public administration, Teacher of European law and Administrative law at the Greek National School of Judicial Officers (1995-2016)",0,1,0,0,1,0,0,0,0,0,0,0,0,0
432,Court of Justice,Athanasios,Rantos,Rantos,Greece,President of the Disciplinary Council for Teachers in Further Education Institutions (multiple mandates between 2011 and 2020),0,1,0,0,1,0,0,0,0,0,0,0,0,0
433,Court of Justice,Athanasios,Rantos,Rantos,Greece,President of the Special Court for Actions against Judges (multiple mandates between 2011 and 2020),0,1,0,0,0,0,1,0,0,1,0,0,0,0
434,Court of Justice,Athanasios,Rantos,Rantos,Greece,"Member, and then President of the Supreme Council for Administrative Justice (multiple mandates between 1996 and 2020)",0,1,0,0,0,0,1,0,0,1,0,0,0,0
435,Court of Justice,Athanasios,Rantos,Rantos,Greece,Member of the Superior Special Court of Greece (multiple mandates between 2000 and 2020),0,1,0,0,0,0,1,0,0,0,1,0,0,0
436,Court of Justice,Athanasios,Rantos,Rantos,Greece,author of a large number of publications,0,1,0,0,1,0,0,0,0,0,0,0,0,0
437,Court of Justice,Athanasios,Rantos,Rantos,Greece,Advocate General at the Court of Justice since 10 September 2020,0,1,0,0,0,0,1,0,0,0,0,1,0,0
438,Court of Justice,Ineta,Ziemele,Ziemele,Latvia,Ineta Ziemele Born in 1970,0,0,1,0,0,0,0,0,0,0,0,0,0,0
439,Court of Justice,Ineta,Ziemele,Ziemele,Latvia,"graduated in Law, University of Latvia (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Court of Justice,Ineta,Ziemele,Ziemele,Latvia,"postgraduate study of the American legal system, the law and politics of the European Communities and political science, University of Aarhus, Denmark (1993)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Court of Justice,Ineta,Ziemele,Ziemele,Latvia,"Masters in International Law, University of Lund, Sweden (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0
442,Court of Justice,Ineta,Ziemele,Ziemele,Latvia,"Doctor of Law, University of Cambridge, United Kingdom (1999)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
443,Court of Justice,Ineta,Ziemele,Ziemele,Latvia,"parliamentary assistant, Parliament of the Republic of Latvia (1990-1992)",0,1,0,0,0,0,0,1,0,0,0,0,0,0
